"","reg_id","short_title","long_title","xml_url","ConsolidationDate","RegistrationDate","LastAmendedDate","enablingauthority","repealed","incorp_references","wordcount","PRESCRIPTIVITY_prescriptions_RawCount","PRESCRIPTIVITY_permissions_RawCount","PRESCRIPTIVITY_prescriptions_Index","PRESCRIPTIVITY_permissions_Index","PRESCRIPTIVITY_Index","FLEXIBILITY_exceptions_RawCount","FLEXIBILITY_discretions_RawCount","FLEXIBILITY_exceptions_Index","FLEXIBILITY_discretions_Index","COMPLEXITY_legal_jargon_RawCount","COMPLEXITY_legal_jargon_Index","COMPLEXITY_cross_referencing_RawCount","COMPLEXITY_cross_referencing_Index","AGE_DaysLastModified","AGE_outdated_words_RawCounts","AGE_outdated_words_Index"
"352","C.R.C., c. 354","Arctic Waters Pollution Prevention Regulations","Regulations Respecting the Prevention of Pollution of the Arctic Waters","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._354.xml","1977-12-31",NA,1977-12-31,"ARCTIC WATERS POLLUTION PREVENTION ACT","no","2",1732,12,9,0.69284064665127,0.519630484988453,1.3,4,3,0.23094688221709,0.173210161662818,5,0.288683602771363,31,1.78983833718245,14888,4,0.23094688221709
"353","C.R.C., c. 355","Governor in Council Authority Delegation Order","Order Delegating Power and Authority Under Section 26 of the Arctic Waters Pollution Prevention Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._355.xml","1977-12-31",NA,1977-12-31,"ARCTIC WATERS POLLUTION PREVENTION ACT","no","0",251,0,1,0,0.398406374501992,0.5,1,0,0.398406374501992,0,1,0.398406374501992,17,6.77290836653386,14888,0,0
"354","C.R.C., c. 356","Shipping Safety Control Zones Order","Order Prescribing Certain Areas of the Arctic Waters as Shipping Safety Control Zones","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._356.xml","1977-12-31",NA,1977-12-31,"ARCTIC WATERS POLLUTION PREVENTION ACT","no","1",114,1,1,0.87719298245614,0.87719298245614,1,0,0,0,0,1,0.87719298245614,0,0,14888,0,0
"355","C.R.C., c. 368",NA,"Bankruptcy and Insolvency General Rules","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._368.xml","1977-12-31",NA,2005-09-21,"BANKRUPTCY AND INSOLVENCY ACT","no","0",15846,208,65,1.31263410324372,0.410198157263663,3.16666666666667,35,28,0.22087593083428,0.176700744667424,38,0.239808153477218,352,2.22138079010476,4762,72,0.454373343430519
"356","C.R.C., c. 369",NA,"Orderly Payment of Debts Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._369.xml","1977-12-31",NA,2005-06-15,"BANKRUPTCY AND INSOLVENCY ACT","no","0",1808,35,10,1.9358407079646,0.553097345132743,3.27272727272727,7,1,0.38716814159292,0.0553097345132743,7,0.38716814159292,28,1.54867256637168,4860,8,0.442477876106195
"358","C.R.C., c. 378","Direction to the CRTC (Reservation of Cable Channels)","Direction Issued to the Canadian Radio-Television and Telecommunications Commission Respecting the Reservation of Cable Channels","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._378.xml","1977-12-31",NA,1977-12-31,"BROADCASTING ACT","no","0",169,1,1,0.591715976331361,0.591715976331361,1,1,1,0.591715976331361,0.591715976331361,2,1.18343195266272,0,0,14888,3,1.77514792899408
"359","C.R.C., c. 385","Canada Pension Plan Regulations","Regulations Respecting the Administration of the Canada Pension Plan","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._385.xml","1977-12-31",NA,2005-03-09,"CANADA PENSION PLAN","no","3",22556,175,76,0.77584678134421,0.336939173612343,2.28571428571429,58,52,0.257137790388367,0.230537329313708,57,0.252704380209257,512,2.2699060117042,4958,253,1.12165277531477
"362","C.R.C., c. 391","Prescribed Province Pension Regulations","Regulations Prescribing the Province of Quebec as a Province Providing a Comprehensive Pension Plan","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._391.xml","1977-12-31",NA,1977-12-31,"CANADA PENSION PLAN","no","0",110,0,1,0,0.909090909090909,0.5,0,0,0,0,1,0.909090909090909,0,0,14888,5,4.54545454545454
"363","C.R.C., c. 394","Canadian Bill of Rights Examination Regulations","Regulations Respecting the Examination of Bills and Regulations Pursuant to the Canadian Bill of Rights","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._394.xml","1977-12-31",NA,1977-12-31,"CANADIAN BILL OF RIGHTS","no","0",494,10,1,2.02429149797571,0.202429149797571,5.5,0,0,0,0,5,1.01214574898785,5,1.01214574898785,14888,1,0.202429149797571
"364","C.R.C., c. 395","Canadian Forces Special Election Regulations","Regulations Made Pursuant to Subsection 23(2) of the Canadian Forces Superannuation Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._395.xml","1977-12-31",NA,1977-12-31,"CANADIAN FORCES SUPERANNUATION ACT","no","0",333,1,4,0.3003003003003,1.2012012012012,0.4,1,0,0.3003003003003,0,0,0,9,2.7027027027027,14888,6,1.8018018018018
"365","C.R.C., c. 396","Canadian Forces Superannuation Regulations","Regulations Respecting the Canadian Forces Superannuation","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._396.xml","1977-12-31",NA,2005-04-06,"CANADIAN FORCES SUPERANNUATION ACT","no","9",26523,227,115,0.855860950872827,0.43358594427478,1.96551724137931,45,131,0.169664065151001,0.493910945217359,49,0.184745315386646,824,3.10673754854277,4930,277,1.04437657881838
"368","C.R.C., c. 399","Children of Deceased Veterans Education Assistance Regulations","Regulations Respecting Education Assistance to Children of Deceased Veterans","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._399.xml","1977-12-31",NA,2005-06-15,"CHILDREN OF DECEASED VETERANS EDUCATION ASSISTANCE ACT","no","0",736,15,6,2.03804347826087,0.815217391304348,2.28571428571429,1,2,0.135869565217391,0.271739130434783,2,0.271739130434783,18,2.44565217391304,4860,0,0
"370","C.R.C., c. 401","Civil Service Insurance Regulations","Regulations Respecting Civil Service Insurance","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._401.xml","1977-12-31",NA,1977-12-31,"CIVIL SERVICE INSURANCE ACT","no","3",1496,25,11,1.67112299465241,0.735294117647059,2.16666666666667,1,0,0.0668449197860962,0,2,0.133689839572192,16,1.06951871657754,14888,3,0.200534759358289
"371","C.R.C., c. 407",NA,"Fuels Information Regulations, No. 1","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._407.xml","1977-12-31",NA,1977-12-31,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","0",429,11,1,2.56410256410256,0.233100233100233,6,0,1,0,0.233100233100233,1,0.233100233100233,7,1.63170163170163,14888,1,0.233100233100233
"372","C.R.C., c. 413",NA,"Coastal Fisheries Protection Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._413.xml","1977-12-31",NA,2004-05-11,"COASTAL FISHERIES PROTECTION ACT","no","8",7787,57,31,0.731989212790548,0.398099396429947,1.8125,13,22,0.1669449081803,0.282522152305124,27,0.34673173237447,120,1.54102992166431,5260,14,0.17978682419417
"374","C.R.C., c. 417","Consumer Packaging and Labelling Regulations","Regulations Respecting Consumer Packaging and Labelling","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._417.xml","1977-12-31",NA,1977-12-31,"CONSUMER PACKAGING AND LABELLING ACT","no","0",7629,81,18,1.06173810460086,0.235941801022414,4.31578947368421,37,4,0.484991479879407,0.0524315113383143,7,0.0917551448420501,177,2.32009437672041,14888,17,0.222833923187836
"381","C.R.C., c. 440","Protection of Privacy Regulations","Regulations Prescribing the Manner of Certification of Certain Matters Relating to the Interception of Private Communications under Authorizations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._440.xml","1977-12-31",NA,1977-12-31,"CRIMINAL CODE","no","0",228,4,1,1.75438596491228,0.43859649122807,2.5,0,0,0,0,2,0.87719298245614,9,3.94736842105263,14888,2,0.87719298245614
"384","C.R.C., c. 449","Cultural Property Export Regulations","Regulations Respecting the Export from Canada of Cultural Property","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._449.xml","1977-12-31",NA,1977-12-31,"CULTURAL PROPERTY EXPORT AND IMPORT ACT,INTERPRETATION ACT","no","0",2678,35,8,1.30694548170276,0.298730395817774,4,5,5,0.186706497386109,0.186706497386109,1,0.0373412994772218,52,1.94174757281553,14888,11,0.41075429424944
"386","C.R.C., c. 478","Special Services Regulations","Regulations Respecting Special Customs and Excise Services","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._478.xml","1977-12-31",NA,1977-12-31,"CUSTOMS ACT,EXCISE ACT","no","0",474,4,3,0.843881856540084,0.632911392405063,1.25,1,1,0.210970464135021,0.210970464135021,0,0,3,0.632911392405063,14888,8,1.68776371308017
"387","C.R.C., c. 487","Customs Drawback Shirting Fabrics Regulations","Regulations Respecting a Drawback on Customs Duties Paid on Woven Fabrics Used in the Manufacture of Men<U+2019>s and Boys<U+2019> Shirts","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._487.xml","1977-12-31",NA,1977-12-31,"CUSTOMS TARIFF","no","0",1078,7,4,0.649350649350649,0.371057513914657,1.6,2,0,0.185528756957328,0,5,0.463821892393321,14,1.2987012987013,14888,0,0
"388","C.R.C., c. 489","Goods Imported and Exported Drawback Regulations","Regulations Respecting the Payment of Drawback on Goods Imported into Canada and Exported","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._489.xml","1977-12-31",NA,1977-12-31,"CUSTOMS ACT,EXCISE TAX ACT","no","0",244,3,3,1.22950819672131,1.22950819672131,1,2,0,0.819672131147541,0,1,0.409836065573771,1,0.409836065573771,14888,0,0
"389","C.R.C., c. 516","Canadian Film Certification Regulations","Regulations Respecting the Certification of Canadian Films and Related Products","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._516.xml","1977-12-31",NA,1977-12-31,"CUSTOMS TARIFF","no","0",155,1,2,0.645161290322581,1.29032258064516,0.666666666666667,0,0,0,0,1,0.645161290322581,1,0.645161290322581,14888,1,0.645161290322581
"391","C.R.C., c. 522","Customs Diplomatic Privileges Regulations","Regulations Respecting Customs Diplomatic Privileges","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._522.xml","1977-12-31",NA,1977-12-31,"CUSTOMS TARIFF","no","0",816,6,4,0.735294117647059,0.490196078431373,1.4,2,3,0.245098039215686,0.367647058823529,0,0,8,0.980392156862745,14888,2,0.245098039215686
"393","C.R.C., c. 535","Marking of Imported Goods Order","Order Respecting the Marking of Goods Imported into Canada","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._535.xml","1977-12-31",NA,1977-12-31,"CUSTOMS TARIFF","no","0",223,3,1,1.34529147982063,0.448430493273543,2,5,0,2.24215246636771,0,1,0.448430493273543,3,1.34529147982063,14888,2,0.896860986547085
"395","C.R.C., c. 554","Defence Services Pension Continuation Regulations","Regulations Made Pursuant to the Defence Services Pension Continuation Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._554.xml","1977-12-31",NA,1977-12-31,"DEFENCE SERVICES PENSION CONTINUATION ACT","no","3",6161,81,25,1.31472163609804,0.405778282746307,3.15384615384615,13,13,0.21100470702808,0.21100470702808,28,0.454471676675864,131,2.12627820159065,14888,175,2.84044797922415
"396","C.R.C., c. 565","Brewery Regulations","Regulations Respecting Breweries","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._565.xml","1977-12-31",NA,1977-12-31,"EXCISE ACT","no","0",891,11,4,1.23456790123457,0.448933782267116,2.4,1,2,0.112233445566779,0.224466891133558,2,0.224466891133558,9,1.01010101010101,14888,5,0.561167227833894
"397","C.R.C., c. 566","Brewery Departmental Regulations","Departmental Regulations Respecting Breweries","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._566.xml","1977-12-31",NA,1977-12-31,"EXCISE ACT","no","0",655,8,4,1.22137404580153,0.610687022900763,1.8,2,0,0.305343511450382,0,3,0.458015267175573,15,2.29007633587786,14888,0,0
"399","C.R.C., c. 590","Energy Conservation Equipment Exemption Regulations","Regulations Respecting the Application of Section 9 of Part XVIII of Schedule III to the Excise Tax Act to Energy Conservation Equipment","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._590.xml","1977-12-31",NA,1977-12-31,"EXCISE TAX ACT","no","0",176,0,1,0,0.568181818181818,0.5,0,0,0,0,1,0.568181818181818,1,0.568181818181818,14888,1,0.568181818181818
"400","C.R.C., c. 591","Formula Refunds Regulations","Regulations Respecting the Calculation of Deductions, Refunds or Payments by the Minister Equal to Consumption or Sales Tax","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._591.xml","1977-12-31",NA,1977-12-31,"EXCISE TAX ACT","no","0",277,2,1,0.72202166064982,0.36101083032491,1.5,0,1,0,0.36101083032491,1,0.36101083032491,4,1.44404332129964,14888,0,0
"401","C.R.C., c. 594","General Excise and Sales Tax Regulations","Regulations Respecting Excise and Sales Taxes","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._594.xml","1977-12-31",NA,1977-12-31,"EXCISE TAX ACT","no","0",1508,21,4,1.39257294429708,0.26525198938992,4.4,4,2,0.26525198938992,0.13262599469496,7,0.464190981432361,35,2.3209549071618,14888,4,0.26525198938992
"404","C.R.C., c. 603","Import Certificate Regulations","Regulations Respecting Import Certificates","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._603.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","0",1025,21,5,2.04878048780488,0.48780487804878,3.66666666666667,4,0,0.390243902439024,0,1,0.0975609756097561,0,0,14888,5,0.48780487804878
"406","C.R.C., c. 606","Transhipment Regulations","Regulations Respecting Transhipment","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._606.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","5",612,8,4,1.30718954248366,0.65359477124183,1.8,4,0,0.65359477124183,0,0,0,0,0,14888,2,0.326797385620915
"407","C.R.C., c. 609","Export of Consumable Stores Supplied to Vessels and Aircraft Permit","General Export Permit No. Ex. 3","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._609.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","1",148,3,2,2.02702702702703,1.35135135135135,1.33333333333333,1,2,0.675675675675676,1.35135135135135,0,0,1,0.675675675675676,14888,0,0
"408","C.R.C., c. 611","Export of Goods for Special and Personal Use Permit","General Export Permit No. Ex. 1","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._611.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","6",559,2,3,0.35778175313059,0.536672629695885,0.75,2,0,0.35778175313059,0,0,0,4,0.715563506261181,14888,1,0.178890876565295
"409","C.R.C., c. 612","Export of Logs Permit","General Export Permit No. Ex. 5","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._612.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","0",162,2,2,1.23456790123457,1.23456790123457,1,0,0,0,0,0,0,0,0,14888,1,0.617283950617284
"410","C.R.C., c. 613","Export of One Cent Bronze Coins Permit","General Export Permit No. Ex. 7","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._613.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","0",131,2,2,1.52671755725191,1.52671755725191,1,1,0,0.763358778625954,0,0,0,0,0,14888,0,0
"412","C.R.C., c. 616","Export of Specimens Permit","General Export Permit No. Ex. 14","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._616.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","4",433,3,4,0.69284064665127,0.92378752886836,0.8,2,0,0.46189376443418,0,1,0.23094688221709,2,0.46189376443418,14888,4,0.92378752886836
"413","C.R.C., c. 623","Import of Dairy Products for Personal Use Permit","General Import Permit No. 1","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._623.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","0",124,2,2,1.61290322580645,1.61290322580645,1,0,0,0,0,0,0,0,0,14888,0,0
"414","C.R.C., c. 625","Import of Eggs Permit","General Import Permit No. 8","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._625.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","1",134,2,2,1.49253731343284,1.49253731343284,1,0,0,0,0,0,0,0,0,14888,0,0
"415","C.R.C., c. 632","Import of Specimens (Personal or Household) Permit","General Import Permit No. 17","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._632.xml","1977-12-31",NA,1977-12-31,"EXPORT AND IMPORT PERMITS ACT","no","8",584,2,6,0.342465753424658,1.02739726027397,0.428571428571429,6,0,1.02739726027397,0,1,0.171232876712329,0,0,14888,7,1.1986301369863
"416","C.R.C., c. 640","Expropriation Act Basic Rate Order","Order Prescribing a Basic Rate for the Purposes of Section 33 of the Expropriation Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._640.xml","1977-12-31",NA,1977-12-31,"EXPROPRIATION ACT","no","0",143,1,1,0.699300699300699,0.699300699300699,1,0,0,0,0,1,0.699300699300699,2,1.3986013986014,14888,0,0
"417","C.R.C., c. 645","Farm Improvement Loans Regulations","Regulations Respecting Loans Under the Farm Improvement Loans Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._645.xml","1977-12-31",NA,1977-12-31,"FARM IMPROVEMENT LOANS ACT","no","0",4090,43,16,1.05134474327628,0.39119804400978,2.58823529411765,13,10,0.317848410757946,0.244498777506112,26,0.635696821515892,35,0.855745721271394,14888,18,0.440097799511002
"420","C.R.C., c. 648","Agencies<U+2019> Orders and Regulations Approval Order","Order Respecting the Classes of Orders and Regulations of Agencies to which Paragraph 7(1)(d) of the Farm Products Agencies Act is Applicable and the Procedure for their Approval","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._648.xml","1977-12-31",NA,1977-12-31,"FARM PRODUCTS AGENCIES ACT","no","0",169,1,1,0.591715976331361,0.591715976331361,1,0,0,0,0,0,0,3,1.77514792899408,14888,0,0
"421","C.R.C., c. 654","Canadian Egg Anti-dumping Pricing Regulations","Regulations Respecting the Anti-Dumping Pricing of Eggs in Interprovincial Trade","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._654.xml","1977-12-31",NA,1977-12-31,"FARM PRODUCTS AGENCIES ACT","no","0",159,1,1,0.628930817610063,0.628930817610063,1,0,1,0,0.628930817610063,0,0,0,0,14888,0,0
"422","C.R.C., c. 657","Canadian Egg Pricing (Interprovincial and Export) Regulations","Regulations Respecting the Pricing and Marketing in the Interprovincial and Export Trade of Eggs Produced in Canada","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._657.xml","1977-12-31",NA,1977-12-31,"FARM PRODUCTS AGENCIES ACT","no","0",118,2,1,1.69491525423729,0.847457627118644,1.5,0,0,0,0,0,0,0,0,14888,0,0
"424","C.R.C., c. 659","Canadian Turkey Anti-dumping Regulations","Regulations Respecting the Pricing of Turkeys Iin Interprovincial Trade","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._659.xml","1977-12-31",NA,1977-12-31,"FARM PRODUCTS AGENCIES ACT","no","0",330,2,1,0.606060606060606,0.303030303030303,1.5,0,4,0,1.21212121212121,0,0,0,0,14888,0,0
"425","C.R.C., c. 660","Canadian Turkey Licensing Regulations","Regulations Respecting the Licensing of Persons who are Engaged in the Marketing of Turkeys in Interprovincial or Export Trade","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._660.xml","1977-12-31",NA,1977-12-31,"FARM PRODUCTS AGENCIES ACT","no","0",914,15,4,1.64113785557987,0.437636761487965,3.2,6,4,0.656455142231947,0.437636761487965,1,0.109409190371991,12,1.31291028446389,14888,6,0.656455142231947
"427","C.R.C., c. 666","Fertilizers Regulations","Regulations Respecting the Regulation and Control of Agricultural Fertilizers","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._666.xml","1977-12-31",NA,1977-12-31,"FERTILIZERS ACT","no","4",6767,78,19,1.1526525786907,0.280774346091326,3.95,23,10,0.339884734742131,0.147775971627013,14,0.206886360277819,94,1.38909413329393,14888,33,0.487660706369144
"428","C.R.C., c. 669","Accountable Education and Travel Advance Regulations (Dependants of Members of the Canadian Forces)","Regulations Respecting the Making of Accountable Advances of Public Funds to Officers and Men of the Canadian Forces for Education and Travel Expenses of Dependants","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._669.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",136,2,3,1.47058823529412,2.20588235294118,0.75,1,0,0.735294117647059,0,1,0.735294117647059,2,1.47058823529412,14888,5,3.67647058823529
"429","C.R.C., c. 670","Accountable Travel and Moving Advance Regulations (Canadian Forces)","Regulations Respecting the Making of Accountable Advances of Public Funds to Officers and Men of the Canadian Forces for Travel and Moving Expenses","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._670.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",151,3,3,1.98675496688742,1.98675496688742,1,1,0,0.662251655629139,0,1,0.662251655629139,2,1.32450331125828,14888,2,1.32450331125828
"430","C.R.C., c. 671","Accountable Travel and Moving Advance Regulations (Dependants of Members of the Canadian Forces)","Regulations Respecting the Making of Accountable Advances of Public Funds for Travel and Moving Expenses to Dependants of Members of the Canadian Forces who Die, or Are Officially Reported Missing, Prisoners of War, Interned or Detained by a Foreign Power, or Are Declared by Competent Medical Authority to Be Mentally Incapacitated","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._671.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",186,3,3,1.61290322580645,1.61290322580645,1,1,0,0.537634408602151,0,1,0.537634408602151,2,1.0752688172043,14888,4,2.1505376344086
"431","C.R.C., c. 672","Advance Payments for Crops Guarantee Assignments Regulations","Regulations Respecting the Assignment of the Right of Organizations under Subsection 12(1) of the Advance Payments for Crops Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._672.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",109,0,1,0,0.91743119266055,0.5,0,0,0,0,1,0.91743119266055,5,4.58715596330275,14888,0,0
"432","C.R.C., c. 675","Assignment of Crown Debt Regulations","Regulations Respecting the Assignment of Crown Debts","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._675.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",1270,8,3,0.62992125984252,0.236220472440945,2.25,0,0,0,0,11,0.866141732283465,29,2.28346456692913,14888,11,0.866141732283465
"434","C.R.C., c. 679","Canadian Forces Laundries Order","Order Respecting the Use of the Laundries Operated by the Canadian Armed Forces","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._679.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",373,1,7,0.268096514745308,1.87667560321716,0.25,0,0,0,0,1,0.268096514745308,2,0.536193029490617,14888,1,0.268096514745308
"435","C.R.C., c. 681","Cedar Point-Christian Island Ferry Fees Regulations","Regulations Respecting the Fees Payable for Ferry Service on the Ferry Operating Between Cedar Point and Christian Island, Ontario","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._681.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",165,2,1,1.21212121212121,0.606060606060606,1.5,1,0,0.606060606060606,0,0,0,0,0,14888,0,0
"436","C.R.C., c. 682","Civilian Dental Treatment Regulations","Regulations Respecting Dental Treatment for Civilians by the Canadian Forces Dental Services","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._682.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT,NATIONAL DEFENCE ACT","no","0",395,2,5,0.506329113924051,1.26582278481013,0.5,2,1,0.506329113924051,0.253164556962025,4,1.0126582278481,2,0.506329113924051,14888,0,0
"437","C.R.C., c. 686","Defence Clothing and Equipment Loan Order","Order Granting Authority to the Minister of National Defence with Respect to Clothing and Equipment","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._686.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",138,1,1,0.72463768115942,0.72463768115942,1,0,0,0,0,1,0.72463768115942,0,0,14888,0,0
"441","C.R.C., c. 690","Defence Materiel Loan Regulations","Regulations Under Section 52 of the Financial Administration Act Respecting Loans of Defence Materiel","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._690.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",680,11,8,1.61764705882353,1.17647058823529,1.33333333333333,8,3,1.17647058823529,0.441176470588235,3,0.441176470588235,2,0.294117647058824,14888,1,0.147058823529412
"442","C.R.C., c. 691","Defence Materiel Loan or Transfer for Test and Evaluation Regulations","Regulations Under Section 52 of the Financial Administration Act Respecting Loans or Transfers of Defence Materiel for Test and Evaluation Purposes","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._691.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",327,4,3,1.22324159021407,0.91743119266055,1.25,2,3,0.611620795107034,0.91743119266055,1,0.305810397553517,0,0,14888,0,0
"444","C.R.C., c. 698","Domestic Bonds of Canada Regulations","Regulations Respecting Domestic Bonds of the Government of Canada","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._698.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",7194,58,78,0.806227411731999,1.08423686405338,0.746835443037975,17,16,0.236308034473172,0.222407561857103,19,0.26410897970531,87,1.209341117598,14888,224,3.11370586599944
"445","C.R.C., c. 707","Inspection of Defence Materiel Order","Order Authorizing the Minister of National Defence to Provide for the Inspection of Defence Materiel Produced by Canadian Industry","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._707.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",336,6,1,1.78571428571429,0.297619047619048,3.5,3,0,0.892857142857143,0,0,0,2,0.595238095238095,14888,0,0
"446","C.R.C., c. 708","Investors<U+2019> Indemnity Regulations","Regulations Respecting the Indemnity of Investors","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/C.R.C.,_c._708.xml","1977-12-31",NA,1977-12-31,"FINANCIAL ADMINISTRATION ACT","no","0",582,8,3,1.3745704467354,0.515463917525773,2.25,2,0,0.343642611683849,0,0,0,6,1.03092783505155,14888,3,0.515463917525773
